name,key,id,url,status,potkey,potid,poturl,dois,comments,units,atom_style,pair_style,artifacts,symbols,elements
2005--Lee-B-J--C--LAMMPS--ipr1,1f041a14-77ef-4628-9d30-31f0fef00b01,2005--Lee-B-J--C--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2005--Lee-B-J--C--LAMMPS--ipr1,,7231c26b-5981-4c34-b2a4-0d719a6d897f,2005--Lee-B-J-Lee-J-W--C,https://potentials.nist.gov/pid/rest/local/potentials/potential.2005--Lee-B-J-Lee-J-W--C,['10.1016/j.calphad.2005.02.003'],"Potential 2005--Lee-B-J--C--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2005--Lee-B-J-Lee-J-W--C/2005--Lee-B-J--C--LAMMPS--ipr1.html
",metal,atomic,meam,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2005--Lee-B-J-Lee-J-W--C/1/library.meam', 'label': None, 'filename': 'library.meam'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/2005--Lee-B-J-Lee-J-W--C/1/C.meam', 'label': None, 'filename': 'C.meam'}]",['C'],['C']
2005--Lee-B-J--Fe-Cu--LAMMPS--ipr1,427d3115-f163-47fb-bcbd-fabe0cd5aa54,2005--Lee-B-J--Fe-Cu--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2005--Lee-B-J--Fe-Cu--LAMMPS--ipr1,,c42f9a0e-03a5-4830-9e8c-5dfd59d9be5b,2005--Lee-B-J-Wirth-B-D-Shim-J-H-et-al--Fe-Cu,https://potentials.nist.gov/pid/rest/local/potentials/potential.2005--Lee-B-J-Wirth-B-D-Shim-J-H-et-al--Fe-Cu,['10.1103/physrevb.71.184205'],"Potential 2005--Lee-B-J--Fe-Cu--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2005--Lee-B-J-Wirth-B-D-Shim-J-H-et-al--Fe-Cu/2005--Lee-B-J--Fe-Cu--LAMMPS--ipr1.html
",metal,atomic,meam,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2005--Lee-B-J-Wirth-B-D-Shim-J-H-et-al--Fe-Cu/1/library.meam', 'label': None, 'filename': 'library.meam'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/2005--Lee-B-J-Wirth-B-D-Shim-J-H-et-al--Fe-Cu/1/FeCu.meam', 'label': None, 'filename': 'FeCu.meam'}]","['Fe', 'Cu']","['Fe', 'Cu']"
2005--Mendelev-M-I--Al-Fe--LAMMPS--ipr1,28c0fe14-f6f2-4a0c-ac95-9d0e34c1534a,2005--Mendelev-M-I--Al-Fe--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2005--Mendelev-M-I--Al-Fe--LAMMPS--ipr1,,f8613831-ee3a-431f-b9bd-468a0ee05664,2005--Mendelev-M-I-Srolovitz-D-J-Ackland-G-J-Han-S--Al-Fe,https://potentials.nist.gov/pid/rest/local/potentials/potential.2005--Mendelev-M-I-Srolovitz-D-J-Ackland-G-J-Han-S--Al-Fe,['10.1557/jmr.2005.0024'],"Potential 2005--Mendelev-M-I--Al-Fe--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2005--Mendelev-M-I-Srolovitz-D-J-Ackland-G-J-Han-S--Al-Fe/2005--Mendelev-M-I--Al-Fe--LAMMPS--ipr1.html
",metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2005--Mendelev-M-I-Srolovitz-D-J-Ackland-G-J-Han-S--Al-Fe/1/Al-Fe.eam.fs', 'label': None, 'filename': 'Al-Fe.eam.fs'}]","['Al', 'Fe']","['Al', 'Fe']"
2006--Bere-A--Ga-N--LAMMPS--ipr1,c4c1c55f-d95f-4858-a15b-f33854107cd0,2006--Bere-A--Ga-N--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2006--Bere-A--Ga-N--LAMMPS--ipr1,,a08eb46e-3856-4329-9dce-41af22f9acc1,2006--Bere-A-Serra-A--Ga-N,https://potentials.nist.gov/pid/rest/local/potentials/potential.2006--Bere-A-Serra-A--Ga-N,['10.1080/14786430600640486'],"Potential 2006--Bere-A--Ga-N--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2006--Bere-A-Serra-A--Ga-N/2006--Bere-A--Ga-N--LAMMPS--ipr1.html
",metal,atomic,sw,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2006--Bere-A-Serra-A--Ga-N/1/GaN.sw', 'label': None, 'filename': 'GaN.sw'}]","['Ga', 'N']","['Ga', 'N']"
2006--Chamati-H--Fe--LAMMPS--ipr1,8ca857c2-a6eb-460d-b46a-a40e236c2616,2006--Chamati-H--Fe--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2006--Chamati-H--Fe--LAMMPS--ipr1,,3837b6da-05c4-4148-97cd-90b26a2092df,2006--Chamati-H-Papanicolaou-N-I-Mishin-Y-Papaconstantopoulos-D-A--Fe,https://potentials.nist.gov/pid/rest/local/potentials/potential.2006--Chamati-H-Papanicolaou-N-I-Mishin-Y-Papaconstantopoulos-D-A--Fe,['10.1016/j.susc.2006.02.010'],"Potential 2006--Chamati-H--Fe--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2006--Chamati-H-Papanicolaou-N-I-Mishin-Y-Papaconstantopoulos-D-A--Fe/2006--Chamati-H--Fe--LAMMPS--ipr1.html
",metal,atomic,eam/alloy,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2006--Chamati-H-Papanicolaou-N-I-Mishin-Y-Papaconstantopoulos-D-A--Fe/2/Fe_Mishin2006.eam.alloy', 'label': None, 'filename': 'Fe_Mishin2006.eam.alloy'}]",['Fe'],['Fe']
2006--Kim-J--Fe-Pt--LAMMPS--ipr1,3725f6e1-b33f-47d6-9771-89bfb7a5c409,2006--Kim-J--Fe-Pt--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2006--Kim-J--Fe-Pt--LAMMPS--ipr1,,3471d2e7-48b4-4c4b-bc63-2224b13ce49e,2006--Kim-J-Koo-Y-Lee-B-J--Fe-Pt,https://potentials.nist.gov/pid/rest/local/potentials/potential.2006--Kim-J-Koo-Y-Lee-B-J--Fe-Pt,['10.1557/jmr.2006.0008'],"Potential 2006--Kim-J--Fe-Pt--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2006--Kim-J-Koo-Y-Lee-B-J--Fe-Pt/2006--Kim-J--Fe-Pt--LAMMPS--ipr1.html
",metal,atomic,meam,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2006--Kim-J-Koo-Y-Lee-B-J--Fe-Pt/1/library.meam', 'label': None, 'filename': 'library.meam'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/2006--Kim-J-Koo-Y-Lee-B-J--Fe-Pt/1/PtFe.meam', 'label': None, 'filename': 'PtFe.meam'}]","['Pt', 'Fe']","['Pt', 'Fe']"
2006--Kim-Y-M--Ti--LAMMPS--ipr1,3c39464d-f79c-49bf-b724-84b18ef6cb5c,2006--Kim-Y-M--Ti--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2006--Kim-Y-M--Ti--LAMMPS--ipr1,,87399f21-c1b5-4468-b057-5b3ce28d8d8c,2006--Kim-Y-M-Lee-B-J-Baskes-M-I--Ti,https://potentials.nist.gov/pid/rest/local/potentials/potential.2006--Kim-Y-M-Lee-B-J-Baskes-M-I--Ti,['10.1103/physrevb.74.014101'],"Potential 2006--Kim-Y-M--Ti--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2006--Kim-Y-M-Lee-B-J-Baskes-M-I--Ti/2006--Kim-Y-M--Ti--LAMMPS--ipr1.html
",metal,atomic,meam,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2006--Kim-Y-M-Lee-B-J-Baskes-M-I--Ti/1/library.meam', 'label': None, 'filename': 'library.meam'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/2006--Kim-Y-M-Lee-B-J-Baskes-M-I--Ti/1/Ti.meam', 'label': None, 'filename': 'Ti.meam'}]",['Ti'],['Ti']
2006--Kim-Y-M--Zr--LAMMPS--ipr1,54eef92a-76dd-4b12-9485-bd1f51528084,2006--Kim-Y-M--Zr--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2006--Kim-Y-M--Zr--LAMMPS--ipr1,,3ba8c85c-55b7-4ab1-8dc2-70db0a43155b,2006--Kim-Y-M-Lee-B-J-Baskes-M-I--Zr,https://potentials.nist.gov/pid/rest/local/potentials/potential.2006--Kim-Y-M-Lee-B-J-Baskes-M-I--Zr,['10.1103/physrevb.74.014101'],"Potential 2006--Kim-Y-M--Zr--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2006--Kim-Y-M-Lee-B-J-Baskes-M-I--Zr/2006--Kim-Y-M--Zr--LAMMPS--ipr1.html
",metal,atomic,meam,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2006--Kim-Y-M-Lee-B-J-Baskes-M-I--Zr/1/library.meam', 'label': None, 'filename': 'library.meam'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/2006--Kim-Y-M-Lee-B-J-Baskes-M-I--Zr/1/Zr.meam', 'label': None, 'filename': 'Zr.meam'}]",['Zr'],['Zr']
2006--Lee-B-J--Fe-C--LAMMPS--ipr1,cdeb2979-256f-478e-8bb6-bf575b4d60c4,2006--Lee-B-J--Fe-C--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2006--Lee-B-J--Fe-C--LAMMPS--ipr1,,4d6e8340-7311-4368-9006-0ed174cc88ba,2006--Lee-B-J--Fe-C,https://potentials.nist.gov/pid/rest/local/potentials/potential.2006--Lee-B-J--Fe-C,['10.1016/j.actamat.2005.09.034'],"Potential 2006--Lee-B-J--Fe-C--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2006--Lee-B-J--Fe-C/2006--Lee-B-J--Fe-C--LAMMPS--ipr1.html
",metal,atomic,meam,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2006--Lee-B-J--Fe-C/1/FeC-para.meam', 'label': None, 'filename': 'FeC-para.meam'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/2006--Lee-B-J--Fe-C/1/library.meam', 'label': None, 'filename': 'library.meam'}]","['Fe', 'C']","['Fe', 'C']"
2006--Lee-B-J--Fe-N--LAMMPS--ipr1,368b4a82-af32-4f17-9759-6376bf653890,2006--Lee-B-J--Fe-N--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2006--Lee-B-J--Fe-N--LAMMPS--ipr1,,483ca193-46cc-41f3-bcc4-1ffeb2561961,2006--Lee-B-J-Lee-T-H-Kim-S-J--Fe-N,https://potentials.nist.gov/pid/rest/local/potentials/potential.2006--Lee-B-J-Lee-T-H-Kim-S-J--Fe-N,['10.1016/j.actamat.2006.06.003'],"Potential 2006--Lee-B-J--Fe-N--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2006--Lee-B-J-Lee-T-H-Kim-S-J--Fe-N/2006--Lee-B-J--Fe-N--LAMMPS--ipr1.html
",metal,atomic,meam,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2006--Lee-B-J-Lee-T-H-Kim-S-J--Fe-N/1/library.meam', 'label': None, 'filename': 'library.meam'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/2006--Lee-B-J-Lee-T-H-Kim-S-J--Fe-N/1/FeN.meam', 'label': None, 'filename': 'FeN.meam'}]","['Fe', 'N']","['Fe', 'N']"
2006--Murdick-D-A--Ga-As--LAMMPS--ipr1,cca0d548-03ac-463a-ac7d-3150f67f3910,2006--Murdick-D-A--Ga-As--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2006--Murdick-D-A--Ga-As--LAMMPS--ipr1,,b661f788-d285-4fdb-b0c2-0f82a99cb8a1,2006--Murdick-D-A-Zhou-X-W-Wadley-H-N-G-et-al--Ga-As,https://potentials.nist.gov/pid/rest/local/potentials/potential.2006--Murdick-D-A-Zhou-X-W-Wadley-H-N-G-et-al--Ga-As,['10.1103/physrevb.73.045206'],"Potential 2006--Murdick-D-A--Ga-As--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2006--Murdick-D-A-Zhou-X-W-Wadley-H-N-G-et-al--Ga-As/2006--Murdick-D-A--Ga-As--LAMMPS--ipr1.html
",metal,atomic,bop,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2006--Murdick-D-A-Zhou-X-W-Wadley-H-N-G-et-al--Ga-As/1/GaAs.bop.table', 'label': None, 'filename': 'GaAs.bop.table'}]","['Ga', 'As']","['Ga', 'As']"
2006--Sun-D-Y--Mg--LAMMPS--ipr1,097bb56d-f57a-49c2-a28b-0703121bf3fe,2006--Sun-D-Y--Mg--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2006--Sun-D-Y--Mg--LAMMPS--ipr1,,d07092e4-8c38-4cf5-bd05-bf18f8b80776,2006--Sun-D-Y-Mendelev-M-I-Becker-C-A-et-al--Mg,https://potentials.nist.gov/pid/rest/local/potentials/potential.2006--Sun-D-Y-Mendelev-M-I-Becker-C-A-et-al--Mg,['10.1103/physrevb.73.024116'],"Potential 2006--Sun-D-Y--Mg--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2006--Sun-D-Y-Mendelev-M-I-Becker-C-A-et-al--Mg/2006--Sun-D-Y--Mg--LAMMPS--ipr1.html
",metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2006--Sun-D-Y-Mendelev-M-I-Becker-C-A-et-al--Mg/1/Mg.eam.fs', 'label': None, 'filename': 'Mg.eam.fs'}]",['Mg'],['Mg']
2006--Williams-P-L--Ag--LAMMPS--ipr1,19b06879-fe19-414e-a7a0-f0bbf62a94e6,2006--Williams-P-L--Ag--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2006--Williams-P-L--Ag--LAMMPS--ipr1,,ce32faaf-5d57-4861-a2ec-efbfc63f07e6,2006--Williams-P-L-Mishin-Y-Hamilton-J-C--Ag,https://potentials.nist.gov/pid/rest/local/potentials/potential.2006--Williams-P-L-Mishin-Y-Hamilton-J-C--Ag,['10.1088/0965-0393/14/5/002'],"Potential 2006--Williams-P-L--Ag--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2006--Williams-P-L-Mishin-Y-Hamilton-J-C--Ag/2006--Williams-P-L--Ag--LAMMPS--ipr1.html
",metal,atomic,eam/alloy,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2006--Williams-P-L-Mishin-Y-Hamilton-J-C--Ag/2/Ag.eam.alloy', 'label': None, 'filename': 'Ag.eam.alloy'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/2006--Williams-P-L-Mishin-Y-Hamilton-J-C--Ag/2/Ag06_releaseNotes_1.pdf', 'label': None, 'filename': 'Ag06_releaseNotes_1.pdf'}]",['Ag'],['Ag']
2006--Williams-P-L--Cu-Ag--LAMMPS--ipr1,e840f884-36ff-44e9-9d1b-09284f50701d,2006--Williams-P-L--Cu-Ag--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2006--Williams-P-L--Cu-Ag--LAMMPS--ipr1,,cfe3a54f-c3b2-4b61-8b03-165613bdd829,2006--Williams-P-L-Mishin-Y-Hamilton-J-C--Cu-Ag,https://potentials.nist.gov/pid/rest/local/potentials/potential.2006--Williams-P-L-Mishin-Y-Hamilton-J-C--Cu-Ag,['10.1088/0965-0393/14/5/002'],"Potential 2006--Williams-P-L--Cu-Ag--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2006--Williams-P-L-Mishin-Y-Hamilton-J-C--Cu-Ag/2006--Williams-P-L--Cu-Ag--LAMMPS--ipr1.html
",metal,atomic,eam/alloy,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2006--Williams-P-L-Mishin-Y-Hamilton-J-C--Cu-Ag/2/CuAg.eam.alloy', 'label': None, 'filename': 'CuAg.eam.alloy'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/2006--Williams-P-L-Mishin-Y-Hamilton-J-C--Cu-Ag/2/CuAg06_releaseNotes_1.pdf', 'label': None, 'filename': 'CuAg06_releaseNotes_1.pdf'}]","['Cu', 'Ag']","['Cu', 'Ag']"
2007--Kumagai-T--Si--LAMMPS--ipr1,ee87565b-c8a9-4cc8-9f99-1e405f56d165,2007--Kumagai-T--Si--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2007--Kumagai-T--Si--LAMMPS--ipr1,,390be585-f40c-4e4c-ba6a-7aa0577dadee,2007--Kumagai-T-Izumi-S-Hara-S-Sakai-S--Si,https://potentials.nist.gov/pid/rest/local/potentials/potential.2007--Kumagai-T-Izumi-S-Hara-S-Sakai-S--Si,['10.1016/j.commatsci.2006.07.013'],"Potential 2007--Kumagai-T--Si--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2007--Kumagai-T-Izumi-S-Hara-S-Sakai-S--Si/2007--Kumagai-T--Si--LAMMPS--ipr1.html
",metal,atomic,tersoff/mod,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2007--Kumagai-T-Izumi-S-Hara-S-Sakai-S--Si/1/Si.tersoff.mod', 'label': None, 'filename': 'Si.tersoff.mod'}]",['Si'],['Si']
2007--Lee-B-J--Fe-H--LAMMPS--ipr1,259b3eed-1954-491f-bf25-753ee4b08975,2007--Lee-B-J--Fe-H--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2007--Lee-B-J--Fe-H--LAMMPS--ipr1,,be665778-e235-4082-8b1e-4a56284d19df,2007--Lee-B-J-Jang-J-W--Fe-H,https://potentials.nist.gov/pid/rest/local/potentials/potential.2007--Lee-B-J-Jang-J-W--Fe-H,['10.1016/j.actamat.2007.08.041'],"Potential 2007--Lee-B-J--Fe-H--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2007--Lee-B-J-Jang-J-W--Fe-H/2007--Lee-B-J--Fe-H--LAMMPS--ipr1.html
",metal,atomic,meam,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2007--Lee-B-J-Jang-J-W--Fe-H/1/FeH.meam', 'label': None, 'filename': 'FeH.meam'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/2007--Lee-B-J-Jang-J-W--Fe-H/1/library.meam', 'label': None, 'filename': 'library.meam'}]","['Fe', 'H']","['Fe', 'H']"
2007--Lee-B-J--Si--LAMMPS--ipr1,8adff235-8d05-4a75-92f6-e19e2c77ee43,2007--Lee-B-J--Si--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2007--Lee-B-J--Si--LAMMPS--ipr1,,2140461b-de7d-4065-9b52-9cdc85811d4d,2007--Lee-B-J--Si,https://potentials.nist.gov/pid/rest/local/potentials/potential.2007--Lee-B-J--Si,['10.1016/j.calphad.2006.10.002'],"Potential 2007--Lee-B-J--Si--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2007--Lee-B-J--Si/2007--Lee-B-J--Si--LAMMPS--ipr1.html
",metal,atomic,meam,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2007--Lee-B-J--Si/1/library.meam', 'label': None, 'filename': 'library.meam'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/2007--Lee-B-J--Si/1/Si.meam', 'label': None, 'filename': 'Si.meam'}]",['Si'],['Si']
2007--Mendelev-M-I--Cu-Zr--LAMMPS--ipr1,ae5f9b23-95bf-4f3a-83d8-0c3daac46992,2007--Mendelev-M-I--Cu-Zr--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2007--Mendelev-M-I--Cu-Zr--LAMMPS--ipr1,,fbb1e782-509e-4103-a735-db0050ad7477,2007--Mendelev-M-I-Sordelet-D-J-Kramer-M-J--Cu-Zr,https://potentials.nist.gov/pid/rest/local/potentials/potential.2007--Mendelev-M-I-Sordelet-D-J-Kramer-M-J--Cu-Zr,['10.1063/1.2769157'],"Potential 2007--Mendelev-M-I--Cu-Zr--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2007--Mendelev-M-I-Sordelet-D-J-Kramer-M-J--Cu-Zr/2007--Mendelev-M-I--Cu-Zr--LAMMPS--ipr1.html
",metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2007--Mendelev-M-I-Sordelet-D-J-Kramer-M-J--Cu-Zr/1/Cu-Zr.eam.fs', 'label': None, 'filename': 'Cu-Zr.eam.fs'}]","['Cu', 'Zr']","['Cu', 'Zr']"
2007--Mendelev-M-I--V-Fe--LAMMPS--ipr1,7d2a2e88-bbec-4431-bd5a-007d7ec22a00,2007--Mendelev-M-I--V-Fe--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2007--Mendelev-M-I--V-Fe--LAMMPS--ipr1,,6b558c94-3b96-4bc1-840f-48521e8770b6,2007--Mendelev-M-I-Han-S-Son-W-et-al--V-Fe,https://potentials.nist.gov/pid/rest/local/potentials/potential.2007--Mendelev-M-I-Han-S-Son-W-et-al--V-Fe,['10.1103/physrevb.76.214105'],"Potential 2007--Mendelev-M-I--V-Fe--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2007--Mendelev-M-I-Han-S-Son-W-et-al--V-Fe/2007--Mendelev-M-I--V-Fe--LAMMPS--ipr1.html
",metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2007--Mendelev-M-I-Han-S-Son-W-et-al--V-Fe/1/V-Fe.eam.fs', 'label': None, 'filename': 'V-Fe.eam.fs'}]","['V', 'Fe']","['V', 'Fe']"
2007--Mendelev-M-I--Zr-1--LAMMPS--ipr1,6242c829-f063-42c8-bbc7-07af8d9906c3,2007--Mendelev-M-I--Zr-1--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2007--Mendelev-M-I--Zr-1--LAMMPS--ipr1,,fae5c40d-433c-4209-b70c-e092d7eecf7b,2007--Mendelev-M-I-Ackland-G-J--Zr-1,https://potentials.nist.gov/pid/rest/local/potentials/potential.2007--Mendelev-M-I-Ackland-G-J--Zr-1,['10.1080/09500830701191393'],"Potential 2007--Mendelev-M-I--Zr-1--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2007--Mendelev-M-I-Ackland-G-J--Zr-1/2007--Mendelev-M-I--Zr-1--LAMMPS--ipr1.html
",metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2007--Mendelev-M-I-Ackland-G-J--Zr-1/1/Zr_1.eam.fs', 'label': 'Zr #1:', 'filename': 'Zr_1.eam.fs'}]",['Zr'],['Zr']
2007--Mendelev-M-I--Zr-2--LAMMPS--ipr1,40aa9302-f094-4252-9ec1-fa7ca53c2eea,2007--Mendelev-M-I--Zr-2--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2007--Mendelev-M-I--Zr-2--LAMMPS--ipr1,superseded,59a13a97-55d4-4a18-bda3-090cd4292988,2007--Mendelev-M-I-Ackland-G-J--Zr-2,https://potentials.nist.gov/pid/rest/local/potentials/potential.2007--Mendelev-M-I-Ackland-G-J--Zr-2,,,metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2007--Mendelev-M-I-Ackland-G-J--Zr-2/1/Zr_2.eam.fs', 'label': 'Zr #2:', 'filename': 'Zr_2.eam.fs'}]",['Zr'],['Zr']
2007--Mendelev-M-I--Zr-2--LAMMPS--ipr2,b618c88c-dbce-4afa-b927-83e4bc15a382,2007--Mendelev-M-I--Zr-2--LAMMPS--ipr2,https://potentials.nist.gov/pid/rest/local/potentials/2007--Mendelev-M-I--Zr-2--LAMMPS--ipr2,,59a13a97-55d4-4a18-bda3-090cd4292988,2007--Mendelev-M-I-Ackland-G-J--Zr-2,https://potentials.nist.gov/pid/rest/local/potentials/potential.2007--Mendelev-M-I-Ackland-G-J--Zr-2,['10.1080/09500830701191393'],"Potential 2007--Mendelev-M-I--Zr-2--LAMMPS--ipr2 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2007--Mendelev-M-I-Ackland-G-J--Zr-2/2007--Mendelev-M-I--Zr-2--LAMMPS--ipr2.html
",metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2007--Mendelev-M-I-Ackland-G-J--Zr-2/2/Zr_2.eam.fs', 'label': 'Zr #2:', 'filename': 'Zr_2.eam.fs'}]",['Zr'],['Zr']
2007--Mendelev-M-I--Zr-3--LAMMPS--ipr1,7fdf9c6b-beb6-4c7f-b8ab-fe60820cbc44,2007--Mendelev-M-I--Zr-3--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/2007--Mendelev-M-I--Zr-3--LAMMPS--ipr1,superseded,bd58ae4c-dc17-40e4-91f0-db3eae46f933,2007--Mendelev-M-I-Ackland-G-J--Zr-3,https://potentials.nist.gov/pid/rest/local/potentials/potential.2007--Mendelev-M-I-Ackland-G-J--Zr-3,,,metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2007--Mendelev-M-I-Ackland-G-J--Zr-3/1/Zr_3.eam.fs', 'label': 'Zr #3:', 'filename': 'Zr_3.eam.fs'}]",['Zr'],['Zr']
2007--Mendelev-M-I--Zr-3--LAMMPS--ipr2,3191c162-8c6e-4c48-8e50-239f88592bcd,2007--Mendelev-M-I--Zr-3--LAMMPS--ipr2,https://potentials.nist.gov/pid/rest/local/potentials/2007--Mendelev-M-I--Zr-3--LAMMPS--ipr2,,bd58ae4c-dc17-40e4-91f0-db3eae46f933,2007--Mendelev-M-I-Ackland-G-J--Zr-3,https://potentials.nist.gov/pid/rest/local/potentials/potential.2007--Mendelev-M-I-Ackland-G-J--Zr-3,['10.1080/09500830701191393'],"Potential 2007--Mendelev-M-I--Zr-3--LAMMPS--ipr2 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2007--Mendelev-M-I-Ackland-G-J--Zr-3/2007--Mendelev-M-I--Zr-3--LAMMPS--ipr2.html
",metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/2007--Mendelev-M-I-Ackland-G-J--Zr-3/2/Zr_3.eam.fs', 'label': 'Zr #3:', 'filename': 'Zr_3.eam.fs'}]",['Zr'],['Zr']
