name,key,id,url,status,potkey,potid,poturl,dois,comments,units,atom_style,pair_style,artifacts,symbols,elements
1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,062d2ba7-3903-40ae-a772-daa471d107c6,1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1,,301f04ce-9082-4542-8590-489300cd19e8,1985--Foiles-S-M--Ni-Cu,https://potentials.nist.gov/pid/rest/local/potentials/potential.1985--Foiles-S-M--Ni-Cu,['10.1103/physrevb.32.7685'],"Potential 1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1985--Foiles-S-M--Ni-Cu/1985--Foiles-S-M--Ni-Cu--LAMMPS--ipr1.html
",metal,atomic,eam,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/1985--Foiles-S-M--Ni-Cu/1/Cu_smf7.eam', 'label': None, 'filename': 'Cu_smf7.eam'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/1985--Foiles-S-M--Ni-Cu/1/Ni_smf7.eam', 'label': None, 'filename': 'Ni_smf7.eam'}]","['Cu', 'Ni']","['Cu', 'Ni']"
1985--Stillinger-F-H--Si--LAMMPS--ipr1,d085648c-b3ef-4be8-824b-7093fd22770a,1985--Stillinger-F-H--Si--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/1985--Stillinger-F-H--Si--LAMMPS--ipr1,,edc31ad6-2b9a-455c-9b5f-e888a672ecbd,1985--Stillinger-F-H-Weber-T-A--Si,https://potentials.nist.gov/pid/rest/local/potentials/potential.1985--Stillinger-F-H-Weber-T-A--Si,"['10.1103/physrevb.31.5262', '10.1103/physrevb.33.1451']","Potential 1985--Stillinger-F-H--Si--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1985--Stillinger-F-H-Weber-T-A--Si/1985--Stillinger-F-H--Si--LAMMPS--ipr1.html
",metal,atomic,sw,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/1985--Stillinger-F-H-Weber-T-A--Si/1/Si.sw', 'label': None, 'filename': 'Si.sw'}]",['Si'],['Si']
1986--Foiles-S-M--Ag--LAMMPS--ipr1,76a265fc-45ff-49d7-8c64-2044f12402f2,1986--Foiles-S-M--Ag--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/1986--Foiles-S-M--Ag--LAMMPS--ipr1,,672d54f8-9f48-4200-af56-8a7378ebbc4a,1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag,https://potentials.nist.gov/pid/rest/local/potentials/potential.1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag,['10.1103/physrevb.33.7983'],"Potential 1986--Foiles-S-M--Ag--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag/1986--Foiles-S-M--Ag--LAMMPS--ipr1.html
",metal,atomic,eam,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag/1/Ag_u3.eam', 'label': None, 'filename': 'Ag_u3.eam'}]",['Ag'],['Ag']
1986--Foiles-S-M--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1,c5afa7e8-6b3b-49cd-ad1c-ae3e4329363a,1986--Foiles-S-M--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/1986--Foiles-S-M--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1,,7a1302de-59cf-4efb-900e-cad845b68ee5,1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag-Au-Cu-Ni-Pd-Pt,https://potentials.nist.gov/pid/rest/local/potentials/potential.1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag-Au-Cu-Ni-Pd-Pt,['10.1103/physrevb.33.7983'],"Potential 1986--Foiles-S-M--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag-Au-Cu-Ni-Pd-Pt/1986--Foiles-S-M--Ag-Au-Cu-Ni-Pd-Pt--LAMMPS--ipr1.html
",metal,atomic,eam,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag-Au-Cu-Ni-Pd-Pt/1/Ag_u3.eam', 'label': None, 'filename': 'Ag_u3.eam'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag-Au-Cu-Ni-Pd-Pt/1/Au_u3.eam', 'label': None, 'filename': 'Au_u3.eam'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag-Au-Cu-Ni-Pd-Pt/1/Cu_u3.eam', 'label': None, 'filename': 'Cu_u3.eam'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag-Au-Cu-Ni-Pd-Pt/1/Ni_u3.eam', 'label': None, 'filename': 'Ni_u3.eam'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag-Au-Cu-Ni-Pd-Pt/1/Pd_u3.eam', 'label': None, 'filename': 'Pd_u3.eam'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag-Au-Cu-Ni-Pd-Pt/1/Pt_u3.eam', 'label': None, 'filename': 'Pt_u3.eam'}]","['Ag', 'Au', 'Cu', 'Ni', 'Pd', 'Pt']","['Ag', 'Au', 'Cu', 'Ni', 'Pd', 'Pt']"
1986--Foiles-S-M--Au--LAMMPS--ipr1,c588810a-b96d-4871-bfe2-cff8a5a7c709,1986--Foiles-S-M--Au--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/1986--Foiles-S-M--Au--LAMMPS--ipr1,,ffb66faa-319d-4556-8363-dad3959cd553,1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Au,https://potentials.nist.gov/pid/rest/local/potentials/potential.1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Au,['10.1103/physrevb.33.7983'],"Potential 1986--Foiles-S-M--Au--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Au/1986--Foiles-S-M--Au--LAMMPS--ipr1.html
",metal,atomic,eam,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Au/1/Au_u3.eam', 'label': None, 'filename': 'Au_u3.eam'}]",['Au'],['Au']
1986--Foiles-S-M--Cu--LAMMPS--ipr1,380d3b47-51e9-4590-8a59-8313dd8fb018,1986--Foiles-S-M--Cu--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/1986--Foiles-S-M--Cu--LAMMPS--ipr1,,7991d330-58cd-43ac-bba9-ff6a58dcf617,1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Cu,https://potentials.nist.gov/pid/rest/local/potentials/potential.1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Cu,['10.1103/physrevb.33.7983'],"Potential 1986--Foiles-S-M--Cu--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Cu/1986--Foiles-S-M--Cu--LAMMPS--ipr1.html
",metal,atomic,eam,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Cu/1/Cu_u3.eam', 'label': None, 'filename': 'Cu_u3.eam'}]",['Cu'],['Cu']
1986--Foiles-S-M--Ni--LAMMPS--ipr1,8e9ae12d-5034-418a-a168-fb5499ecffcd,1986--Foiles-S-M--Ni--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/1986--Foiles-S-M--Ni--LAMMPS--ipr1,,15a085b9-d9d6-404f-9c2f-3ed40e8ff7a4,1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ni,https://potentials.nist.gov/pid/rest/local/potentials/potential.1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ni,['10.1103/physrevb.33.7983'],"Potential 1986--Foiles-S-M--Ni--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ni/1986--Foiles-S-M--Ni--LAMMPS--ipr1.html
",metal,atomic,eam,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ni/1/Ni_u3.eam', 'label': None, 'filename': 'Ni_u3.eam'}]",['Ni'],['Ni']
1986--Foiles-S-M--Pd--LAMMPS--ipr1,fa189ff3-4a27-4c36-b8b7-3821443a4edd,1986--Foiles-S-M--Pd--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/1986--Foiles-S-M--Pd--LAMMPS--ipr1,,16dde7ea-c8cf-4a23-95b3-494a2b252e9b,1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Pd,https://potentials.nist.gov/pid/rest/local/potentials/potential.1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Pd,['10.1103/physrevb.33.7983'],"Potential 1986--Foiles-S-M--Pd--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Pd/1986--Foiles-S-M--Pd--LAMMPS--ipr1.html
",metal,atomic,eam,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Pd/1/Pd_u3.eam', 'label': None, 'filename': 'Pd_u3.eam'}]",['Pd'],['Pd']
1986--Foiles-S-M--Pt--LAMMPS--ipr1,0a74d2a8-ec49-459c-903a-44bd3e50969a,1986--Foiles-S-M--Pt--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/1986--Foiles-S-M--Pt--LAMMPS--ipr1,,87657840-e5e6-4378-94ea-381a90608142,1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Pt,https://potentials.nist.gov/pid/rest/local/potentials/potential.1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Pt,['10.1103/physrevb.33.7983'],"Potential 1986--Foiles-S-M--Pt--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Pt/1986--Foiles-S-M--Pt--LAMMPS--ipr1.html
",metal,atomic,eam,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Pt/1/Pt_u3.eam', 'label': None, 'filename': 'Pt_u3.eam'}]",['Pt'],['Pt']
1987--Ackland-G-J--Ag--LAMMPS--ipr1,59a266da-922c-429c-8633-8d3a8de4cd70,1987--Ackland-G-J--Ag--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/1987--Ackland-G-J--Ag--LAMMPS--ipr1,,dc4149ce-3592-4131-8683-ecf654d5a519,1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ag,https://potentials.nist.gov/pid/rest/local/potentials/potential.1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ag,['10.1080/01418618708204485'],"Potential 1987--Ackland-G-J--Ag--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ag/1987--Ackland-G-J--Ag--LAMMPS--ipr1.html
",metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ag/2/Ag.eam.fs', 'label': None, 'filename': 'Ag.eam.fs'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ag/2/conversion_check.pdf', 'label': None, 'filename': 'conversion_check.pdf'}]",['Ag'],['Ag']
1987--Ackland-G-J--Ag--LAMMPS--ipr2,024ec18c-c358-4eca-b6f9-442d70cfbf05,1987--Ackland-G-J--Ag--LAMMPS--ipr2,https://potentials.nist.gov/pid/rest/local/potentials/1987--Ackland-G-J--Ag--LAMMPS--ipr2,,dc4149ce-3592-4131-8683-ecf654d5a519,1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ag,https://potentials.nist.gov/pid/rest/local/potentials/potential.1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ag,['10.1080/01418618708204485'],"Potential 1987--Ackland-G-J--Ag--LAMMPS--ipr2 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ag/1987--Ackland-G-J--Ag--LAMMPS--ipr2.html
",metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ag/3/Ag_v2.eam.fs', 'label': None, 'filename': 'Ag_v2.eam.fs'}]",['Ag'],['Ag']
1987--Ackland-G-J--Au--LAMMPS--ipr1,d8dc01ec-7e50-48f2-92a7-a3b670f28037,1987--Ackland-G-J--Au--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/1987--Ackland-G-J--Au--LAMMPS--ipr1,,25899e46-6992-460a-b1c7-fb2704629e9f,1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Au,https://potentials.nist.gov/pid/rest/local/potentials/potential.1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Au,['10.1080/01418618708204485'],"Potential 1987--Ackland-G-J--Au--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Au/1987--Ackland-G-J--Au--LAMMPS--ipr1.html
",metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Au/2/Au.eam.fs', 'label': None, 'filename': 'Au.eam.fs'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Au/2/conversion_check.pdf', 'label': None, 'filename': 'conversion_check.pdf'}]",['Au'],['Au']
1987--Ackland-G-J--Au--LAMMPS--ipr2,0fb01014-9712-408b-9707-1663fdde3d9f,1987--Ackland-G-J--Au--LAMMPS--ipr2,https://potentials.nist.gov/pid/rest/local/potentials/1987--Ackland-G-J--Au--LAMMPS--ipr2,,25899e46-6992-460a-b1c7-fb2704629e9f,1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Au,https://potentials.nist.gov/pid/rest/local/potentials/potential.1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Au,['10.1080/01418618708204485'],"Potential 1987--Ackland-G-J--Au--LAMMPS--ipr2 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Au/1987--Ackland-G-J--Au--LAMMPS--ipr2.html
",metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Au/3/Au_v2.eam.fs', 'label': None, 'filename': 'Au_v2.eam.fs'}]",['Au'],['Au']
1987--Ackland-G-J--Cu--LAMMPS--ipr1,e879eafc-5f54-4c71-8488-719fe2f6d9ad,1987--Ackland-G-J--Cu--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/1987--Ackland-G-J--Cu--LAMMPS--ipr1,,41ea33df-5737-4c25-b94c-a708f063f26f,1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Cu,https://potentials.nist.gov/pid/rest/local/potentials/potential.1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Cu,['10.1080/01418618708204485'],"Potential 1987--Ackland-G-J--Cu--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Cu/1987--Ackland-G-J--Cu--LAMMPS--ipr1.html
",metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Cu/2/Cu.eam.fs', 'label': None, 'filename': 'Cu.eam.fs'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Cu/2/conversion_check.pdf', 'label': None, 'filename': 'conversion_check.pdf'}]",['Cu'],['Cu']
1987--Ackland-G-J--Cu--LAMMPS--ipr2,176dfbb2-63a5-450e-a17f-b2b5f260eb4f,1987--Ackland-G-J--Cu--LAMMPS--ipr2,https://potentials.nist.gov/pid/rest/local/potentials/1987--Ackland-G-J--Cu--LAMMPS--ipr2,,41ea33df-5737-4c25-b94c-a708f063f26f,1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Cu,https://potentials.nist.gov/pid/rest/local/potentials/potential.1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Cu,['10.1080/01418618708204485'],"Potential 1987--Ackland-G-J--Cu--LAMMPS--ipr2 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Cu/1987--Ackland-G-J--Cu--LAMMPS--ipr2.html
",metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Cu/3/Cu1_v2.eam.fs', 'label': None, 'filename': 'Cu1_v2.eam.fs'}]",['Cu'],['Cu']
1987--Ackland-G-J--Mo--LAMMPS--ipr1,2b039bc2-b625-41c5-aa5e-6bb4e58c9828,1987--Ackland-G-J--Mo--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/1987--Ackland-G-J--Mo--LAMMPS--ipr1,retracted,ff748ef8-f019-42b2-bdda-b5b5cadd6264,1987--Ackland-G-J-Thetford-R--Mo,https://potentials.nist.gov/pid/rest/local/potentials/potential.1987--Ackland-G-J-Thetford-R--Mo,,,metal,atomic,eam/alloy,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Thetford-R--Mo/2/Mo.AT1.fs', 'label': None, 'filename': 'Mo.AT1.fs'}]",['Mo'],['Mo']
1987--Ackland-G-J--Mo--LAMMPS--ipr2,0dd57c7f-ead7-46ae-b2d1-071199a06ccd,1987--Ackland-G-J--Mo--LAMMPS--ipr2,https://potentials.nist.gov/pid/rest/local/potentials/1987--Ackland-G-J--Mo--LAMMPS--ipr2,superseded,ff748ef8-f019-42b2-bdda-b5b5cadd6264,1987--Ackland-G-J-Thetford-R--Mo,https://potentials.nist.gov/pid/rest/local/potentials/potential.1987--Ackland-G-J-Thetford-R--Mo,,,metal,atomic,eam/alloy,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Thetford-R--Mo/3/mo.fs.eam.alloy', 'label': None, 'filename': 'mo.fs.eam.alloy'}]",['Mo'],['Mo']
1987--Ackland-G-J--Mo--LAMMPS--ipr3,0014647b-dd8e-4a96-a8b1-fab20b39c4de,1987--Ackland-G-J--Mo--LAMMPS--ipr3,https://potentials.nist.gov/pid/rest/local/potentials/1987--Ackland-G-J--Mo--LAMMPS--ipr3,,ff748ef8-f019-42b2-bdda-b5b5cadd6264,1987--Ackland-G-J-Thetford-R--Mo,https://potentials.nist.gov/pid/rest/local/potentials/potential.1987--Ackland-G-J-Thetford-R--Mo,['10.1080/01418618708204464'],"Potential 1987--Ackland-G-J--Mo--LAMMPS--ipr3 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1987--Ackland-G-J-Thetford-R--Mo/1987--Ackland-G-J--Mo--LAMMPS--ipr3.html
",metal,atomic,eam/alloy,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Thetford-R--Mo/4/mo.fs.eam.alloy', 'label': None, 'filename': 'mo.fs.eam.alloy'}]",['Mo'],['Mo']
1987--Ackland-G-J--Mo--LAMMPS--ipr4,c2931bda-8861-43a3-94e3-61d8bf9a555a,1987--Ackland-G-J--Mo--LAMMPS--ipr4,https://potentials.nist.gov/pid/rest/local/potentials/1987--Ackland-G-J--Mo--LAMMPS--ipr4,,ff748ef8-f019-42b2-bdda-b5b5cadd6264,1987--Ackland-G-J-Thetford-R--Mo,https://potentials.nist.gov/pid/rest/local/potentials/potential.1987--Ackland-G-J-Thetford-R--Mo,['10.1080/01418618708204464'],"Potential 1987--Ackland-G-J--Mo--LAMMPS--ipr4 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1987--Ackland-G-J-Thetford-R--Mo/1987--Ackland-G-J--Mo--LAMMPS--ipr4.html
",metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Thetford-R--Mo/5/Ackland_Thetford_1987_Mo.eam.fs', 'label': None, 'filename': 'Ackland_Thetford_1987_Mo.eam.fs'}]",['Mo'],['Mo']
1987--Ackland-G-J--Nb--LAMMPS--ipr1,7c0806c8-1977-404f-8169-a2c7c37cccc6,1987--Ackland-G-J--Nb--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/1987--Ackland-G-J--Nb--LAMMPS--ipr1,,276f53b0-b752-4e62-83ac-261723a838cf,1987--Ackland-G-J-Thetford-R--Nb,https://potentials.nist.gov/pid/rest/local/potentials/potential.1987--Ackland-G-J-Thetford-R--Nb,['10.1080/01418618708204464'],"Potential 1987--Ackland-G-J--Nb--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1987--Ackland-G-J-Thetford-R--Nb/1987--Ackland-G-J--Nb--LAMMPS--ipr1.html
",metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Thetford-R--Nb/2/Ackland_Thetford_1987_Nb.eam.fs', 'label': None, 'filename': 'Ackland_Thetford_1987_Nb.eam.fs'}]",['Nb'],['Nb']
1987--Ackland-G-J--Ni--LAMMPS--ipr1,7ba46c78-4880-45c4-86a6-87ee65acf5c4,1987--Ackland-G-J--Ni--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/1987--Ackland-G-J--Ni--LAMMPS--ipr1,,6fbc40e6-1388-4988-87d5-88805b1b3690,1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ni,https://potentials.nist.gov/pid/rest/local/potentials/potential.1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ni,['10.1080/01418618708204485'],"Potential 1987--Ackland-G-J--Ni--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ni/1987--Ackland-G-J--Ni--LAMMPS--ipr1.html
",metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ni/2/Ni.eam.fs', 'label': None, 'filename': 'Ni.eam.fs'}, {'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ni/2/conversion_check.pdf', 'label': None, 'filename': 'conversion_check.pdf'}]",['Ni'],['Ni']
1987--Ackland-G-J--Ni--LAMMPS--ipr2,1510cddb-d6fe-4100-842e-a1002a0dfe7d,1987--Ackland-G-J--Ni--LAMMPS--ipr2,https://potentials.nist.gov/pid/rest/local/potentials/1987--Ackland-G-J--Ni--LAMMPS--ipr2,,6fbc40e6-1388-4988-87d5-88805b1b3690,1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ni,https://potentials.nist.gov/pid/rest/local/potentials/potential.1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ni,['10.1080/01418618708204485'],"Potential 1987--Ackland-G-J--Ni--LAMMPS--ipr2 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ni/1987--Ackland-G-J--Ni--LAMMPS--ipr2.html
",metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Tichy-G-Vitek-V-Finnis-M-W--Ni/3/Ni_v2.eam.fs', 'label': None, 'filename': 'Ni_v2.eam.fs'}]",['Ni'],['Ni']
1987--Ackland-G-J--Ta--LAMMPS--ipr1,c9c10b73-1172-4cf1-8766-ac86f69c5d12,1987--Ackland-G-J--Ta--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/1987--Ackland-G-J--Ta--LAMMPS--ipr1,,71a2713d-ae28-4bf6-9bda-79a216c45380,1987--Ackland-G-J-Thetford-R--Ta,https://potentials.nist.gov/pid/rest/local/potentials/potential.1987--Ackland-G-J-Thetford-R--Ta,['10.1080/01418618708204464'],"Potential 1987--Ackland-G-J--Ta--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1987--Ackland-G-J-Thetford-R--Ta/1987--Ackland-G-J--Ta--LAMMPS--ipr1.html
",metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Thetford-R--Ta/2/Ackland_Thetford_1987_Ta.eam.fs', 'label': None, 'filename': 'Ackland_Thetford_1987_Ta.eam.fs'}]",['Ta'],['Ta']
1987--Ackland-G-J--V--LAMMPS--ipr1,80e76847-4810-4176-a4f6-3d449d4ea16d,1987--Ackland-G-J--V--LAMMPS--ipr1,https://potentials.nist.gov/pid/rest/local/potentials/1987--Ackland-G-J--V--LAMMPS--ipr1,,90ce0066-77c4-4010-800f-454df1e7439a,1987--Ackland-G-J-Thetford-R--V,https://potentials.nist.gov/pid/rest/local/potentials/potential.1987--Ackland-G-J-Thetford-R--V,['10.1080/01418618708204464'],"Potential 1987--Ackland-G-J--V--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/1987--Ackland-G-J-Thetford-R--V/1987--Ackland-G-J--V--LAMMPS--ipr1.html
",metal,atomic,eam/fs,"[{'url': 'https://www.ctcms.nist.gov/potentials/Download/1987--Ackland-G-J-Thetford-R--V/2/Ackland_Thetford_1987_V.eam.fs', 'label': None, 'filename': 'Ackland_Thetford_1987_V.eam.fs'}]",['V'],['V']
